id,category,category,category,category,category
13295,stat,,stat,cs,stat
13296,physics,,physics,physics,physics
13297,physics,,physics,physics,physics
13298,cs,,cs,cs,cs
13299,cs,,stat,cs,stat
13300,physics,,physics,physics,physics
13301,physics,,physics,physics,physics
13302,stat,,stat,stat,stat
13303,physics,,physics,physics,physics
13304,math,,math,math,math
13305,math,,math,math,math
13306,math,,math,math,math
13307,math,,math,math,math
13308,math,,math,math,cs
13309,math,,math,math,math
13310,cs,,cs,cs,cs
13311,cs,,cs,cs,cs
13312,cs,,cs,cs,cs
13313,math,,math,math,math
13314,cs,,cs,cs,cs
13315,physics,,physics,physics,physics
13316,math,,math,math,math
13317,physics,,physics,physics,physics
13318,physics,,cs,physics,physics
13319,math,,math,math,math
13320,cs,,cs,physics,physics
13321,cs,,cs,cs,cs
13322,stat,,stat,stat,stat
13323,math,,stat,cs,stat
13324,cs,,cs,cs,cs
13325,cs,,cs,cs,cs
13326,physics,,physics,physics,physics
13327,math,,math,math,math
13328,physics,,physics,physics,physics
13329,stat,,cs,cs,stat
13330,cs,,cs,cs,cs
13331,math,,math,math,math
13332,stat,,stat,stat,stat
13333,math,,math,math,math
13334,cs,,cs,cs,cs
13335,cs,,cs,cs,cs
13336,stat,,stat,stat,stat
13337,cs,,cs,cs,stat
13338,physics,,physics,physics,physics
13339,math,,math,math,math
13340,math,,math,math,math
13341,cs,,cs,cs,cs
13342,stat,,stat,stat,stat
13343,stat,,stat,stat,stat
13344,physics,,physics,physics,physics
13345,math,,math,math,math
13346,cs,,stat,stat,cs
13347,cs,,cs,cs,cs
13348,stat,,stat,cs,stat
13349,cs,,cs,cs,cs
13350,cs,,stat,cs,cs
13351,cs,,cs,cs,cs
13352,math,,math,math,math
13353,physics,,physics,physics,physics
13354,cs,,cs,math,cs
13355,physics,,physics,physics,physics
13356,stat,,stat,cs,cs
13357,stat,,stat,math,math
13358,cs,,cs,cs,cs
13359,math,,math,physics,physics
13360,physics,,physics,physics,physics
13361,physics,,physics,physics,physics
13362,cs,,cs,cs,cs
13363,math,,math,cs,cs
13364,physics,,math,stat,physics
13365,physics,,cs,cs,cs
13366,cs,,cs,cs,cs
13367,math,,math,math,math
13368,math,,math,math,math
13369,cs,,cs,cs,cs
13370,cs,,stat,cs,cs
13371,physics,,physics,physics,physics
13372,stat,,stat,cs,stat
13373,physics,,physics,physics,physics
13374,stat,,cs,cs,physics
13375,math,,math,math,math
13376,stat,,stat,stat,stat
13377,physics,,physics,physics,physics
13378,physics,,physics,physics,physics
13379,physics,,physics,physics,physics
13380,math,,math,math,math
13381,math,,math,cs,math
13382,math,,math,math,math
13383,stat,,stat,stat,stat
13384,math,,math,physics,math
13385,cs,,cs,cs,cs
13386,cs,,cs,cs,cs
13387,math,,math,math,math
13388,physics,,physics,physics,physics
13389,cs,,cs,cs,cs
13390,math,,math,math,math
13391,cs,,math,math,cs
13392,physics,,physics,physics,physics
13393,cs,,cs,cs,cs
13394,cs,,stat,cs,cs
13395,cs,,cs,cs,cs
13396,stat,,stat,stat,stat
13397,cs,,math,cs,cs
13398,math,,math,math,math
13399,physics,,physics,physics,physics
13400,math,,math,math,math
13401,math,,math,math,math
13402,math,,math,math,math
13403,math,,math,math,math
13404,stat,,stat,stat,stat
13405,stat,,stat,stat,stat
13406,physics,,physics,physics,physics
13407,stat,,cs,cs,stat
13408,stat,,stat,cs,cs
13409,math,,math,math,math
13410,math,,math,math,math
13411,math,,math,math,math
13412,cs,,cs,cs,cs
13413,cs,,cs,cs,cs
13414,math,,math,math,math
13415,cs,,stat,stat,stat
13416,cs,,cs,cs,cs
13417,cs,,cs,cs,cs
13418,stat,,cs,stat,stat
13419,physics,,physics,physics,physics
13420,cs,,cs,cs,cs
13421,cs,,cs,cs,cs
13422,stat,,stat,stat,stat
13423,cs,,cs,cs,cs
13424,stat,,stat,cs,stat
13425,cs,,cs,cs,physics
13426,physics,,physics,physics,physics
13427,physics,,physics,physics,physics
13428,cs,,cs,cs,cs
13429,physics,,physics,physics,physics
13430,cs,,cs,cs,cs
13431,math,,math,math,math
13432,math,,math,math,math
13433,cs,,stat,cs,cs
13434,math,,math,math,math
13435,cs,,cs,cs,cs
13436,cs,,cs,cs,cs
13437,physics,,physics,cs,physics
13438,cs,,cs,cs,cs
13439,math,,math,math,math
13440,math,,math,cs,math
13441,physics,,physics,physics,physics
13442,math,,math,math,math
13443,math,,math,math,math
13444,physics,,stat,stat,physics
13445,physics,,physics,physics,physics
13446,stat,,stat,stat,stat
13447,math,,math,math,math
13448,cs,,cs,cs,cs
13449,stat,,stat,stat,stat
13450,physics,,math,physics,math
13451,physics,,physics,physics,physics
13452,physics,,physics,physics,physics
13453,stat,,math,physics,physics
13454,math,,math,math,math
13455,cs,,cs,cs,cs
13456,cs,,cs,cs,cs
13457,physics,,physics,physics,physics
13458,cs,,cs,cs,cs
13459,cs,,cs,cs,cs
13460,math,,math,math,math
13461,math,,math,math,math
13462,cs,,cs,cs,cs
13463,cs,,cs,cs,cs
13464,physics,,physics,physics,physics
13465,math,,math,math,math
13466,math,,math,math,math
13467,math,,math,math,math
13468,physics,,physics,physics,physics
13469,math,,math,math,math
13470,cs,,cs,cs,cs
13471,cs,,stat,cs,cs
13472,math,,math,math,math
13473,cs,,cs,cs,cs
13474,math,,math,math,math
13475,physics,,math,math,physics
13476,stat,,stat,stat,stat
13477,cs,,cs,cs,cs
13478,physics,,physics,physics,physics
13479,cs,,cs,cs,cs
13480,cs,,cs,cs,cs
13481,cs,,cs,cs,cs
13482,math,,math,math,math
13483,physics,,physics,physics,physics
13484,math,,math,cs,math
13485,cs,,cs,cs,cs
13486,physics,,physics,physics,physics
13487,cs,,math,math,cs
13488,physics,,cs,cs,physics
13489,physics,,physics,physics,physics
13490,math,,stat,math,math
13491,cs,,cs,cs,cs
13492,physics,,stat,physics,physics
13493,math,,math,math,math
13494,cs,,stat,stat,stat
13495,stat,,stat,stat,stat
13496,stat,,stat,cs,stat
13497,physics,,physics,physics,physics
13498,physics,,stat,physics,physics
13499,math,,math,math,math
13500,cs,,cs,cs,cs
13501,cs,,cs,cs,cs
13502,physics,,math,physics,physics
13503,cs,,stat,cs,cs
13504,math,,cs,cs,math
13505,math,,math,math,math
13506,math,,math,math,math
13507,math,,math,math,math
13508,cs,,cs,cs,cs
13509,math,,math,math,math
13510,cs,,cs,cs,cs
13511,stat,,stat,stat,stat
13512,math,,math,math,math
13513,math,,math,math,math
13514,cs,,cs,cs,cs
13515,physics,,physics,physics,physics
13516,math,,math,math,math
13517,math,,math,math,math
13518,cs,,cs,cs,cs
13519,stat,,stat,cs,stat
13520,stat,,stat,stat,stat
13521,cs,,stat,cs,cs
13522,cs,,stat,cs,cs
13523,math,,math,math,math
13524,stat,,stat,stat,stat
13525,cs,,cs,cs,cs
13526,cs,,stat,cs,cs
13527,stat,,stat,cs,stat
13528,math,,math,math,math
13529,physics,,physics,physics,physics
13530,cs,,cs,cs,cs
13531,stat,,physics,physics,stat
13532,physics,,physics,physics,physics
13533,math,,math,math,math
13534,stat,,math,math,stat
13535,math,,math,math,math
13536,cs,,physics,cs,cs
13537,cs,,cs,physics,cs
13538,math,,math,cs,math
13539,stat,,stat,stat,stat
13540,math,,math,cs,math
13541,cs,,cs,cs,cs
13542,cs,,cs,cs,cs
13543,physics,,stat,cs,physics
13544,physics,,physics,physics,physics
13545,stat,,stat,cs,stat
13546,math,,math,cs,math
13547,physics,,physics,physics,physics
13548,cs,,cs,cs,cs
13549,math,,math,math,math
13550,cs,,stat,stat,cs
13551,physics,,physics,physics,physics
13552,physics,,physics,physics,physics
13553,physics,,physics,physics,physics
13554,stat,,stat,cs,stat
13555,math,,math,math,math
13556,cs,,stat,cs,stat
13557,cs,,cs,cs,cs
13558,cs,,cs,cs,cs
13559,physics,,physics,physics,physics
13560,cs,,cs,cs,cs
13561,physics,,physics,physics,physics
13562,math,,math,math,math
13563,stat,,cs,stat,cs
13564,cs,,cs,math,cs
13565,math,,math,math,math
13566,math,,math,math,math
13567,cs,,cs,cs,cs
13568,stat,,stat,stat,stat
13569,cs,,cs,cs,cs
13570,math,,math,math,math
13571,stat,,stat,stat,stat
13572,physics,,physics,physics,physics
13573,cs,,cs,stat,cs
13574,cs,,cs,cs,cs
13575,cs,,stat,stat,stat
13576,cs,,cs,cs,cs
13577,cs,,cs,cs,cs
13578,cs,,cs,cs,cs
13579,cs,,cs,cs,cs
13580,math,,math,math,math
13581,math,,math,math,math
13582,math,,math,math,math
13583,cs,,cs,cs,cs
13584,physics,,physics,physics,physics
13585,math,,math,math,math
13586,math,,stat,math,cs
13587,cs,,cs,cs,cs
13588,physics,,physics,physics,physics
13589,physics,,stat,cs,cs
13590,math,,math,math,math
13591,stat,,cs,cs,stat
13592,math,,math,math,math
13593,math,,math,math,math
13594,cs,,cs,cs,cs
13595,cs,,cs,cs,cs
13596,math,,math,math,math
13597,physics,,physics,physics,physics
13598,stat,,stat,stat,stat
13599,stat,,stat,math,stat
13600,math,,math,math,math
13601,math,,math,math,math
13602,stat,,stat,stat,stat
13603,physics,,physics,physics,physics
13604,stat,,stat,stat,stat
13605,stat,,stat,stat,stat
13606,physics,,stat,physics,physics
13607,cs,,cs,cs,cs
13608,physics,,physics,physics,physics
13609,math,,math,math,math
13610,stat,,cs,cs,stat
13611,physics,,physics,physics,physics
13612,stat,,stat,cs,stat
13613,cs,,cs,cs,cs
13614,math,,cs,cs,cs
13615,math,,math,math,math
13616,cs,,cs,cs,cs
13617,physics,,physics,physics,physics
13618,math,,math,math,math
13619,physics,,physics,physics,physics
13620,cs,,cs,cs,cs
13621,math,,math,math,math
13622,physics,,physics,physics,physics
13623,cs,,cs,cs,cs
13624,physics,,physics,physics,physics
13625,stat,,stat,stat,stat
13626,cs,,cs,cs,cs
13627,cs,,cs,cs,cs
13628,cs,,cs,cs,cs
13629,math,,math,math,math
13630,physics,,physics,physics,physics
13631,cs,,cs,cs,cs
13632,physics,,physics,physics,physics
13633,physics,,physics,physics,physics
13634,math,,math,math,math
13635,physics,,physics,physics,physics
13636,math,,math,math,math
13637,cs,,stat,cs,cs
13638,stat,,stat,stat,stat
13639,math,,math,math,math
13640,cs,,cs,cs,cs
13641,math,,math,math,math
13642,cs,,cs,math,cs
13643,math,,math,math,math
13644,cs,,cs,cs,cs
13645,math,,math,math,math
13646,stat,,cs,cs,cs
13647,cs,,cs,cs,cs
13648,cs,,cs,cs,cs
13649,math,,math,math,math
13650,cs,,cs,cs,cs
13651,cs,,cs,cs,cs
13652,physics,,physics,physics,physics
13653,cs,,stat,physics,stat
13654,stat,,stat,stat,stat
13655,cs,,cs,cs,cs
13656,math,,math,math,math
13657,physics,,physics,physics,physics
13658,physics,,physics,physics,physics
13659,physics,,cs,cs,cs
13660,math,,math,math,stat
13661,math,,math,math,cs
13662,stat,,cs,cs,cs
13663,stat,,stat,stat,stat
13664,cs,,cs,cs,cs
13665,cs,,cs,cs,cs
13666,cs,,stat,cs,cs
13667,math,,math,math,math
13668,cs,,cs,cs,cs
13669,math,,math,math,math
13670,stat,,stat,cs,cs
13671,cs,,stat,stat,physics
13672,cs,,stat,stat,cs
13673,cs,,cs,cs,cs
13674,physics,,physics,physics,physics
13675,cs,,cs,cs,cs
13676,math,,math,physics,physics
13677,physics,,cs,physics,physics
13678,physics,,physics,physics,physics
13679,math,,math,math,math
13680,cs,,cs,cs,cs
13681,cs,,cs,cs,cs
13682,math,,math,math,math
13683,physics,,cs,cs,cs
13684,math,,math,math,math
13685,cs,,cs,cs,cs
13686,stat,,stat,stat,stat
13687,cs,,cs,cs,cs
13688,cs,,cs,cs,cs
13689,physics,,physics,physics,physics
13690,stat,,stat,stat,stat
13691,stat,,stat,stat,stat
13692,physics,,physics,physics,physics
13693,math,,math,math,math
13694,physics,,physics,physics,physics
13695,math,,math,math,physics
13696,cs,,cs,cs,cs
13697,cs,,cs,math,cs
13698,cs,,cs,cs,cs
13699,physics,,physics,physics,physics
13700,physics,,physics,physics,physics
13701,stat,,stat,stat,stat
13702,cs,,cs,cs,cs
13703,cs,,cs,cs,cs
13704,cs,,cs,cs,cs
13705,physics,,physics,physics,physics
13706,cs,,cs,stat,cs
13707,stat,,stat,stat,stat
13708,math,,math,math,math
13709,math,,math,math,math
13710,stat,,stat,stat,stat
13711,math,,math,math,math
13712,cs,,cs,cs,cs
13713,cs,,cs,cs,cs
13714,cs,,cs,cs,cs
13715,math,,math,math,math
13716,math,,math,math,math
13717,cs,,cs,cs,cs
13718,cs,,cs,cs,cs
13719,stat,,stat,stat,stat
13720,stat,,stat,stat,stat
13721,cs,,cs,cs,cs
13722,physics,,physics,physics,physics
13723,cs,,cs,cs,cs
13724,math,,math,math,math
13725,cs,,cs,cs,cs
13726,cs,,cs,cs,cs
13727,cs,,cs,cs,cs
13728,stat,,stat,stat,stat
13729,cs,,cs,cs,cs
13730,cs,,cs,cs,cs
13731,cs,,cs,cs,cs
13732,math,,math,math,math
13733,cs,,cs,cs,cs
13734,cs,,cs,cs,cs
13735,math,,math,math,math
13736,cs,,cs,cs,cs
13737,cs,,cs,cs,cs
13738,physics,,physics,physics,physics
13739,math,,math,math,math
13740,cs,,stat,cs,stat
13741,math,,math,math,math
13742,math,,math,math,math
13743,cs,,cs,cs,cs
13744,cs,,cs,cs,cs
13745,math,,math,math,math
13746,cs,,cs,cs,cs
13747,cs,,cs,cs,cs
13748,stat,,stat,stat,stat
13749,math,,math,math,math
13750,cs,,cs,cs,cs
13751,cs,,cs,cs,cs
13752,math,,math,math,math
13753,stat,,cs,cs,stat
13754,math,,math,math,math
13755,physics,,physics,physics,physics
13756,cs,,cs,cs,cs
13757,math,,math,math,math
13758,math,,math,math,math
13759,math,,cs,math,cs
13760,physics,,physics,physics,physics
13761,cs,,cs,cs,cs
13762,math,,math,math,math
13763,cs,,cs,cs,cs
13764,cs,,cs,cs,cs
13765,cs,,stat,cs,stat
13766,stat,,cs,stat,stat
13767,physics,,physics,physics,physics
13768,cs,,cs,cs,cs
13769,stat,,stat,stat,stat
13770,stat,,math,math,math
13771,stat,,stat,stat,stat
13772,cs,,cs,cs,cs
13773,cs,,cs,cs,cs
13774,stat,,stat,math,stat
13775,math,,math,math,math
13776,stat,,stat,stat,stat
13777,cs,,cs,cs,cs
13778,math,,math,math,math
13779,math,,math,math,math
13780,physics,,physics,physics,physics
13781,math,,math,math,math
13782,physics,,physics,physics,physics
13783,cs,,stat,cs,cs
13784,physics,,physics,physics,physics
13785,math,,math,math,math
13786,stat,,stat,stat,stat
13787,stat,,stat,cs,stat
13788,stat,,cs,cs,cs
13789,physics,,physics,physics,physics
13790,math,,math,math,math
13791,math,,math,math,math
13792,cs,,cs,cs,cs
13793,stat,,stat,math,stat
13794,cs,,cs,cs,cs
13795,cs,,cs,cs,cs
13796,math,,math,math,math
13797,math,,math,math,math
13798,cs,,cs,cs,cs
13799,math,,math,math,math
13800,stat,,stat,stat,stat
13801,cs,,cs,cs,cs
13802,math,,math,math,math
13803,cs,,cs,cs,cs
13804,math,,math,math,math
13805,physics,,cs,physics,physics
13806,cs,,cs,cs,cs
13807,math,,math,math,math
13808,math,,math,math,math
13809,math,,math,math,math
13810,cs,,cs,cs,cs
13811,physics,,physics,physics,physics
13812,stat,,stat,stat,stat
13813,math,,math,math,math
13814,cs,,stat,physics,cs
13815,math,,math,math,math
13816,math,,math,math,math
13817,math,,math,math,math
13818,math,,math,math,math
13819,math,,math,math,math
13820,physics,,math,math,physics
13821,math,,cs,cs,math
13822,cs,,stat,stat,cs
13823,cs,,cs,cs,cs
13824,physics,,physics,physics,physics
13825,cs,,cs,cs,cs
13826,math,,math,math,math
13827,math,,math,cs,math
13828,physics,,physics,physics,physics
13829,cs,,cs,cs,cs
13830,cs,,cs,cs,cs
13831,cs,,stat,cs,cs
13832,cs,,cs,cs,cs
13833,stat,,cs,cs,stat
13834,cs,,cs,cs,cs
13835,math,,math,math,math
13836,math,,math,math,math
13837,stat,,cs,stat,stat
13838,physics,,physics,math,physics
13839,math,,math,math,math
13840,physics,,physics,physics,physics
13841,math,,math,math,math
13842,stat,,stat,physics,stat
13843,math,,math,math,math
13844,cs,,math,cs,cs
13845,cs,,cs,math,cs
13846,stat,,stat,cs,cs
13847,math,,math,math,math
13848,stat,,stat,stat,stat
13849,physics,,physics,physics,physics
13850,math,,math,math,math
13851,math,,math,math,math
13852,math,,math,math,math
13853,cs,,cs,stat,cs
13854,math,,math,math,math
13855,cs,,cs,cs,cs
13856,math,,math,math,math
13857,math,,math,math,math
13858,stat,,stat,cs,stat
13859,cs,,stat,cs,cs
13860,math,,math,math,math
13861,math,,math,math,math
13862,cs,,cs,cs,cs
13863,cs,,cs,cs,cs
13864,physics,,stat,physics,physics
13865,cs,,cs,cs,cs
13866,cs,,stat,stat,stat
13867,stat,,math,cs,math
13868,math,,math,stat,math
13869,stat,,stat,stat,stat
13870,math,,math,math,math
13871,cs,,cs,cs,cs
13872,stat,,stat,stat,cs
13873,stat,,stat,cs,stat
13874,cs,,cs,cs,cs
13875,cs,,cs,cs,cs
13876,math,,math,math,math
13877,cs,,cs,cs,cs
13878,cs,,cs,cs,cs
13879,physics,,physics,physics,physics
13880,cs,,cs,cs,cs
13881,stat,,stat,stat,stat
13882,cs,,cs,cs,cs
13883,cs,,cs,cs,cs
13884,physics,,physics,physics,physics
13885,physics,,physics,physics,physics
13886,physics,,stat,cs,stat
13887,math,,math,math,math
13888,physics,,physics,physics,physics
13889,physics,,math,math,math
13890,cs,,cs,cs,cs
13891,stat,,stat,stat,stat
13892,stat,,stat,stat,stat
13893,physics,,physics,physics,physics
13894,math,,math,math,math
13895,math,,math,math,math
13896,stat,,stat,stat,cs
13897,cs,,cs,cs,cs
13898,math,,math,math,math
13899,math,,math,math,math
13900,physics,,physics,physics,physics
13901,stat,,stat,cs,stat
13902,physics,,physics,physics,physics
13903,math,,math,math,math
13904,cs,,cs,cs,cs
13905,physics,,physics,physics,physics
13906,math,,math,math,math
13907,stat,,stat,stat,stat
13908,cs,,cs,cs,cs
13909,stat,,stat,stat,stat
13910,physics,,physics,physics,physics
13911,cs,,cs,cs,cs
13912,physics,,cs,cs,cs
13913,cs,,cs,cs,cs
13914,cs,,cs,cs,cs
13915,physics,,physics,physics,physics
13916,math,,math,math,math
13917,stat,,stat,stat,stat
13918,physics,,physics,physics,physics
13919,stat,,stat,stat,stat
13920,physics,,physics,physics,physics
13921,math,,math,math,math
13922,cs,,cs,cs,cs
13923,cs,,stat,cs,cs
13924,cs,,cs,cs,cs
13925,cs,,cs,cs,cs
13926,physics,,physics,physics,physics
13927,cs,,stat,cs,cs
13928,physics,,physics,physics,physics
13929,math,,math,math,math
13930,cs,,cs,cs,cs
13931,cs,,cs,cs,cs
13932,stat,,stat,stat,stat
13933,cs,,cs,cs,cs
13934,cs,,cs,cs,cs
13935,math,,math,math,math
13936,cs,,cs,cs,cs
13937,cs,,cs,cs,cs
13938,math,,math,math,math
13939,math,,math,math,math
13940,physics,,stat,stat,physics
13941,stat,,math,math,math
13942,stat,,stat,stat,stat
13943,stat,,stat,stat,stat
13944,stat,,stat,stat,stat
13945,math,,math,math,math
13946,physics,,physics,physics,physics
13947,physics,,physics,physics,physics
13948,math,,math,math,math
13949,cs,,cs,cs,cs
13950,physics,,physics,physics,physics
13951,math,,math,math,math
13952,stat,,stat,cs,stat
13953,math,,math,math,math
13954,physics,,physics,physics,physics
13955,stat,,stat,stat,stat
13956,cs,,cs,cs,cs
13957,stat,,stat,stat,stat
13958,cs,,stat,cs,cs
13959,math,,math,math,math
13960,cs,,cs,stat,stat
13961,physics,,physics,physics,physics
13962,physics,,physics,physics,physics
13963,math,,math,math,math
13964,physics,,physics,physics,physics
13965,cs,,stat,stat,stat
13966,math,,math,math,math
13967,physics,,physics,physics,physics
13968,physics,,physics,physics,physics
13969,stat,,stat,stat,stat
13970,math,,math,math,math
13971,cs,,stat,cs,cs
13972,stat,,stat,stat,stat
13973,cs,,cs,cs,cs
13974,math,,math,math,math
13975,cs,,cs,cs,cs
13976,math,,math,math,math
13977,physics,,physics,physics,physics
13978,cs,,stat,cs,cs
13979,physics,,physics,physics,physics
13980,math,,math,math,math
13981,math,,math,math,math
13982,physics,,physics,physics,physics
13983,math,,math,math,math
13984,stat,,stat,cs,stat
13985,physics,,math,physics,physics
13986,math,,math,math,math
13987,cs,,cs,stat,cs
13988,physics,,physics,physics,physics
13989,cs,,cs,cs,cs
13990,physics,,physics,cs,physics
13991,math,,math,math,math
13992,math,,math,math,math
13993,cs,,cs,cs,cs
13994,physics,,physics,physics,physics
13995,stat,,stat,cs,stat
13996,physics,,physics,physics,physics
13997,math,,math,math,math
13998,cs,,cs,cs,stat
13999,physics,,physics,physics,physics
14000,cs,,cs,cs,stat
14001,cs,,cs,cs,cs
14002,cs,,cs,cs,cs
14003,cs,,cs,cs,cs
14004,cs,,cs,cs,cs
14005,math,,math,math,math
14006,stat,,stat,stat,math
14007,cs,,cs,cs,cs
14008,math,,stat,math,math
14009,cs,,cs,cs,cs
14010,math,,math,math,math
14011,cs,,cs,cs,cs
14012,physics,,physics,physics,physics
14013,cs,,stat,cs,stat
14014,math,,math,math,math
14015,math,,math,math,math
14016,stat,,stat,stat,stat
14017,cs,,cs,cs,cs
14018,cs,,cs,cs,cs
14019,cs,,stat,cs,stat
14020,cs,,math,cs,math
14021,cs,,cs,cs,cs
14022,cs,,stat,cs,cs
14023,math,,math,math,math
14024,physics,,physics,physics,physics
14025,math,,math,physics,physics
14026,math,,math,math,math
14027,math,,math,math,math
14028,math,,math,math,math
14029,math,,math,math,math
14030,cs,,cs,cs,cs
14031,cs,,stat,cs,cs
14032,math,,math,math,math
14033,stat,,stat,stat,stat
14034,cs,,cs,cs,cs
14035,math,,cs,cs,cs
14036,stat,,stat,stat,stat
14037,math,,math,math,math
14038,physics,,physics,physics,physics
14039,cs,,cs,cs,cs
14040,stat,,stat,math,stat
14041,math,,math,math,math
14042,cs,,cs,cs,cs
14043,math,,math,math,math
14044,stat,,stat,stat,stat
14045,physics,,physics,physics,physics
14046,stat,,cs,cs,cs
14047,stat,,stat,math,stat
14048,stat,,stat,stat,stat
14049,math,,math,math,math
14050,math,,math,math,math
14051,physics,,physics,physics,physics
14052,stat,,stat,stat,stat
14053,physics,,physics,physics,physics
14054,cs,,cs,cs,cs
14055,math,,math,math,math
14056,cs,,cs,cs,cs
14057,math,,math,math,math
14058,math,,math,math,math
14059,stat,,stat,stat,stat
14060,physics,,physics,physics,physics
14061,cs,,cs,math,cs
14062,physics,,physics,physics,physics
14063,cs,,cs,cs,cs
14064,physics,,math,physics,physics
14065,physics,,physics,physics,physics
14066,cs,,cs,cs,cs
14067,physics,,physics,physics,physics
14068,stat,,math,math,math
14069,physics,,physics,physics,physics
14070,physics,,physics,physics,physics
14071,cs,,math,math,math
14072,math,,math,cs,math
14073,math,,math,math,math
14074,stat,,math,math,stat
14075,physics,,physics,physics,physics
14076,cs,,cs,cs,cs
14077,math,,math,math,math
14078,cs,,cs,cs,cs
14079,cs,,cs,physics,cs
14080,stat,,stat,stat,stat
14081,cs,,cs,cs,cs
14082,math,,math,math,math
14083,math,,math,math,math
14084,math,,math,math,math
14085,stat,,stat,stat,stat
14086,physics,,physics,physics,physics
14087,math,,math,math,math
14088,physics,,math,physics,physics
14089,math,,math,math,math
14090,math,,math,math,math
14091,cs,,cs,cs,cs
14092,math,,math,math,math
14093,physics,,physics,physics,physics
14094,cs,,cs,stat,cs
14095,cs,,cs,cs,cs
14096,stat,,stat,stat,stat
14097,math,,cs,physics,cs
14098,math,,math,math,math
14099,physics,,physics,physics,physics
14100,math,,math,math,math
14101,cs,,stat,stat,stat
14102,stat,,stat,stat,stat
14103,math,,math,math,math
14104,cs,,cs,cs,cs
14105,math,,math,math,math
14106,cs,,cs,cs,cs
14107,stat,,stat,math,stat
14108,cs,,cs,cs,cs
14109,physics,,cs,physics,physics
14110,cs,,cs,cs,cs
14111,stat,,math,math,math
14112,cs,,cs,cs,cs
14113,math,,math,math,math
14114,stat,,stat,stat,stat
14115,cs,,cs,cs,cs
14116,cs,,cs,cs,cs
14117,cs,,cs,cs,cs
14118,math,,math,math,math
14119,math,,math,math,math
14120,cs,,cs,cs,cs
14121,cs,,cs,cs,cs
14122,physics,,physics,physics,physics
14123,stat,,stat,stat,stat
14124,physics,,physics,physics,physics
14125,cs,,stat,stat,stat
14126,stat,,stat,stat,stat
14127,cs,,cs,cs,cs
14128,stat,,stat,stat,stat
14129,cs,,cs,cs,cs
14130,stat,,cs,stat,stat
14131,physics,,cs,cs,cs
14132,math,,math,math,math
14133,math,,math,math,math
14134,physics,,physics,physics,physics
14135,cs,,cs,cs,cs
14136,stat,,stat,stat,stat
14137,cs,,cs,cs,cs
14138,cs,,cs,cs,cs
14139,cs,,cs,cs,cs
14140,cs,,cs,cs,cs
14141,cs,,stat,cs,cs
14142,math,,stat,math,math
14143,stat,,stat,cs,math
14144,math,,math,math,math
14145,stat,,stat,stat,stat
14146,stat,,stat,stat,stat
14147,cs,,cs,cs,cs
14148,math,,stat,stat,math
14149,cs,,cs,cs,cs
14150,physics,,physics,physics,physics
14151,physics,,physics,physics,physics
14152,cs,,cs,cs,cs
14153,stat,,stat,math,stat
14154,cs,,cs,cs,cs
14155,math,,math,math,math
14156,cs,,stat,cs,cs
14157,cs,,stat,stat,cs
14158,physics,,physics,physics,physics
14159,cs,,cs,cs,cs
14160,cs,,math,physics,physics
14161,math,,math,math,math
14162,stat,,stat,math,stat
14163,cs,,stat,cs,cs
14164,math,,math,math,math
14165,math,,math,math,math
14166,math,,math,cs,math
14167,cs,,cs,cs,cs
14168,stat,,stat,math,stat
14169,cs,,cs,cs,cs
14170,math,,math,math,math
14171,math,,math,math,math
14172,cs,,cs,cs,cs
14173,cs,,cs,cs,cs
14174,math,,math,math,math
14175,cs,,cs,cs,cs
14176,cs,,cs,cs,cs
14177,math,,math,math,math
14178,cs,,cs,cs,cs
14179,math,,math,math,math
14180,math,,math,math,math
14181,cs,,cs,cs,cs
14182,stat,,math,math,math
14183,cs,,stat,cs,cs
14184,physics,,physics,physics,physics
14185,math,,math,math,math
14186,physics,,math,math,math
14187,cs,,stat,stat,stat
14188,cs,,cs,math,cs
14189,math,,math,math,math
14190,cs,,cs,cs,cs
14191,cs,,stat,cs,cs
14192,math,,math,math,math
14193,cs,,stat,cs,cs
14194,cs,,cs,cs,cs
14195,physics,,physics,physics,physics
14196,math,,math,math,math
14197,cs,,cs,cs,cs
14198,cs,,stat,stat,cs
14199,cs,,cs,cs,cs
14200,math,,math,math,math
14201,math,,math,math,math
14202,cs,,cs,cs,cs
14203,cs,,stat,cs,stat
14204,math,,math,math,math
14205,stat,,stat,stat,stat
14206,cs,,cs,cs,cs
14207,cs,,cs,cs,cs
14208,cs,,cs,cs,cs
14209,cs,,cs,math,cs
14210,cs,,cs,cs,cs
14211,math,,math,math,math
14212,math,,math,math,math
14213,cs,,cs,cs,cs
14214,cs,,cs,cs,cs
14215,cs,,math,math,math
14216,math,,stat,math,math
14217,math,,math,math,math
14218,cs,,stat,cs,stat
14219,cs,,cs,cs,cs
14220,cs,,cs,stat,stat
14221,cs,,cs,cs,cs
14222,math,,math,math,math
14223,math,,math,math,math
14224,cs,,cs,cs,cs
14225,physics,,physics,physics,physics
14226,cs,,cs,cs,cs
14227,cs,,physics,physics,physics
14228,cs,,stat,cs,cs
14229,stat,,stat,cs,stat
14230,cs,,cs,cs,cs
14231,math,,math,math,math
14232,math,,stat,cs,cs
14233,physics,,stat,physics,physics
14234,cs,,cs,cs,cs
14235,stat,,cs,cs,cs
14236,math,,math,math,math
14237,cs,,cs,cs,cs
14238,stat,,stat,stat,stat
14239,stat,,stat,cs,stat
